Event,Dive Number,Height,Name,Net Score,DD,Score,Round Place
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5235D	,3M	,Back 1 1/2 Somersault 2 1/2 Twist Free	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5335D	,3M	,Reverse 1 1/2 Somersault 2 1/2 Twist Free	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5235D	,3M	,Back 1 1/2 Somersault 2 1/2 Twist Free	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),105B	,3M	,Forward  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205B	,3M	,Back  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),5235D	,3M	,Back 1 1/2 Somersault 2 1/2 Twist Free	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),405B	,3M	,Inward  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),107B	,3M	,Forward  3 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),205B	,3M	,Back  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5235D	,3M	,Back 1 1/2 Somersault 2 1/2 Twist Free	,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),105B	,3M	,Forward  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),105B	,3M	,Forward  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205B	,3M	,Back  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),105B	,3M	,Forward  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),5235D	,3M	,Back 1 1/2 Somersault 2 1/2 Twist Free	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5235D	,3M	,Back 1 1/2 Somersault 2 1/2 Twist Free	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205B	,3M	,Back  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),305B	,3M	,Reverse  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),5335D	,3M	,Reverse 1 1/2 Somersault 2 1/2 Twist Free	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),105B	,3M	,Forward  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),105B	,3M	,Forward  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),205B	,3M	,Back  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),105B	,3M	,Forward  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),105B	,3M	,Forward  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),107B	,3M	,Forward  3 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),105B	,3M	,Forward  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),405B	,3M	,Inward  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),107B	,3M	,Forward  3 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),205B	,3M	,Back  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),305B	,3M	,Reverse  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205B	,3M	,Back  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5233D	,3M	,Back 1 1/2 Somersault 1 1/2 Twist Free	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),105B	,3M	,Forward  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),5235D	,3M	,Back 1 1/2 Somersault 2 1/2 Twist Free	,,,,
  Senior Women 3m Springboard - (Final),105B	,3M	,Forward  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205B	,3M	,Back  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5235D	,3M	,Back 1 1/2 Somersault 2 1/2 Twist Free	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),405B	,3M	,Inward  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),107B	,3M	,Forward  3 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),205B	,3M	,Back  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),305B	,3M	,Reverse  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),107B	,3M	,Forward  3 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),307C	,3M	,Reverse  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),405B	,3M	,Inward  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),205B	,3M	,Back  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),5154B	,3M	,Forward 2 1/2 Somersault 2 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),405B	,3M	,Inward  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),305B	,3M	,Reverse  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),105B	,3M	,Forward  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),5152B	,3M	,Forward 2 1/2 Somersault 1 Twist Pike	,,,,
  Senior Women 3m Springboard - (Final),205B	,3M	,Back  2 1/2 Somersault Pike	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
  Senior Women 3m Springboard - (Final),,,,,,,
  Senior Women 3m Springboard - (Final),		,		,		,,,,
  Senior Women 3m Springboard - (Final),405C	,3M	,Inward  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),107C	,3M	,Forward  3 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),205C	,3M	,Back  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),305C	,3M	,Reverse  2 1/2 Somersault Tuck	,,,,
  Senior Women 3m Springboard - (Final),5235D	,3M	,Back 1 1/2 Somersault 2 1/2 Twist Free	,,,,
  Senior Women 3m Springboard - (Final),		,,,,,,
